review_date,review_title,author_active,location,overall_rating,recommends,outlook,review_text,pros,cons
2019-08-16,Claims,Current Employee - Dental Claims Analyst,NA,4.0,NA,NA,I have been working at Principal Financial Group full-time,"Flexibility, family/work balance, ethics, teamwork","Pay, production goals, quality goals"
2019-08-01,Good Starter Job,Current Employee - Business Analyst,"Phoenix, AZ",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than a year,"Great Teams, Great Work Environment",No Growth or Ways To Make More Money
2019-08-03,Not Worth the Stress,Former Employee - Assistant Life & DI Claims Analyst,"Des Moines, IA",2.0,Doesn't Recommend,Positive Outlook,I worked at Principal Financial Group full-time for more than a year,"Principal has phenomenal benefits, and if you find the right department, it can be a place where you can settle down and finish your career with.","The USIS Group Disability Claims department has no sense of caseload management and therefore requires you to work more than what they are asking to perform the job duties. In 1 year and a half of being there, there were over 40 resignations before I left."
2019-07-18,Great employer.,Current Employee - Client Service Associate,NA,4.0,NA,NA,I have been working at Principal Financial Group full-time for less than a year,"Great place to work, great atmosphere.","None, lot's of opportunity for advancement."
2019-08-15,Misleading,Current Employee - Financial Analyst,NA,1.0,Doesn't Recommend,Negative Outlook,I have been working at Principal Financial Group full-time,Good company to work for,Terrible department with unsustainable organization
2019-07-10,Not a bad place to work,Current Employee - IT Applications Analyst,"Des Moines, IA",3.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 3 years,Good community and people to work with,Work was not entertaining
2019-06-25,Good company,Former Employee - Relationship Manager,NA,4.0,Recommends,Neutral Outlook,I worked at Principal Financial Group full-time for more than 3 years,"Very good medical and dental plan options, excellent Pension and 401K","Eliminated PTO earning and carryover, now up to managers discretion"
2019-06-22,Great Company,Former Employee - Client Services,NA,4.0,Recommends,NA,I worked at Principal Financial Group full-time for more than a year,Inclusive/Promotes Healthy Work-Life Balance.  Fair pay and benefits,Needs additional training and development/mentoring for new employees
2019-07-01,Retirement Specialist - Pros and Cons,Former Employee - Retirement Specialist,"Des Moines, IA",2.0,Doesn't Recommend,Neutral Outlook,I worked at Principal Financial Group full-time for more than a year,"- They offer a great benefits package (ie. life, health, 401k, pension if vested, free gym, etc.)","- On the phone for the full 8 hour shift
- You will not get the shift you want (for at least 6 months)
- You have all breaks and lunch schedule at specific times everyday
- VERY little interaction with co-workers
- Managers are not very well connected with their team
- Time-off rarely gets approves unless you request it way in advance
- They say there is a lot of potential to move up or out of call-center but... there is not"
2019-06-14,Great Job,Current Employee - Software Engineer,"Charlotte, IL",5.0,NA,NA,I have been working at Principal Financial Group full-time for more than a year,"Great culture, great CEO,  laid back atmosphere",not much room for advancement
2019-06-13,Great place to work!,Former Employee - Anonymous Employee,NA,4.0,NA,NA,I worked at Principal Financial Group full-time for more than a year,Benefits are fantastic. You get to work with some amazing people.,They are working on improving communication between supervisors and employees
2019-06-19,The culture HR represents is not implemented across the company,Current Employee - Anonymous Employee,"Des Moines, IA",2.0,Doesn't Recommend,NA,I have been working at Principal Financial Group full-time for less than a year,The position paid well.,"-poor culture
-micromanaging boss
-restrictions on flexibility
-no ability for growth"
2019-06-05,Good company to work for. Great vacation package.,Former Employee - Administrative Assistant,NA,4.0,NA,NA,I worked at Principal Financial Group full-time for more than a year,Great vacation and compensation package,Disliked satellite offices and having to go to main office for meetings
2019-05-29,"WFH as much as you want, flexible, some lies about job description",Current Employee - Marketer Representative,NA,5.0,NA,NA,I have been working at Principal Financial Group full-time,WFH as much or as little as you want,Any job in Marketer Services is NOT marketing. It is data entry and customer service. Tricks many new college grads into thinking its a marketing job
2019-06-30,Cheap with an infrastructure on the brink of collapse,Former Employee - Anonymous,Hong Kong,1.0,Doesn't Recommend,Negative Outlook,I worked at Principal Financial Group full-time for more than a year,"There’s no bureaucracy, people are nice.","Pathetic seating conditions for employees, extremely low salaries, high employee turnover and a dismal HR team. They just don’t like to spend $$ where it is important! The various departments don’t talk to each other - creating a complete chaos."
2019-06-07,Low pay- high expectations,,NA,3.0,Doesn't Recommend,Neutral Outlook,I have been working at Principal Financial Group ,"Flexibility, Work from home, PTO",I feel underpaid for what i am responsible for. Expectations are too high. We bend over backwards for people and feels like there is no incentive. Seems hard to move around in the company.
2019-05-24,Good benefits,Current Employee - Dental Claims Analyst,NA,4.0,Recommends,NA,I have been working at Principal Financial Group full-time for more than 10 years,"Flexibility, Pto accruals carry over into a new year.",It's hard to tranfer to a new position in a different department within the company
2019-05-31,Major disappointment given its reputation,Former Employee - Anonymous Employee,"Des Moines, IA",2.0,NA,NA,I worked at Principal Financial Group full-time for more than a year,"Onsite free gym
Most members of the IT team were great to work with","Please note:  all of my experience was with the PGI group within Principal.  Can't speak to any other groups.

Toxic work environment.  
Management was pretty clueless about how to implement the cloud strategy.  They want to move EVERYTHING to the cloud; not just that, but they want to move it to an different RDBMS system.  They want to do this without providing any kind of meaningful training; the expectation seems... to be the employees should spend their own personal time learning the cloud environment, while keeping up with their existing responsibilities.
Absolutely no appreciation for the job being done to keep the lights on while this new strategy moves forward.  
There seems to be a philosophy that about 1/3 of the employees will get below average ratings, regardless if they are doing a good job or not.  I heard from many employees who have experienced this.

If you are looking for an IT job, stay away from PGI within Principal."
2019-05-01,Principal Mortgage Specialist Salary,Current Employee - Mortgage Specialist,"West Des Moines, IA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 3 years,"great people to work with, great benefits",none that i can think of
2019-04-26,Great Company To Work At,Current Employee - Intern,NA,5.0,NA,NA,I have been working at Principal Financial Group part-time,Principal does a good job teaching interns,pay isnt as competitive as some
2019-04-15,Good Work Life Balance,Current Employee - Portfolio Analyst,"Des Moines, IA",4.0,Recommends,Negative Outlook,I have been working at Principal Financial Group full-time for more than 5 years,"Not a very intensive work level, good hours","Not a very well managed company, seems to not have good direction"
2019-04-14,Great opportunity!,Current Employee - Financial Counselor,NA,5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 5 years,Work/Life balance due to flexibility of hours. Benefits start Day1.,I wish they brought back free tickets to Blank Park Zoo.
2019-04-13,"Great benefits, not so great compensation",Current Employee - Retirement Benefits Analyst,"Mason City, IA",4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than a year,"Benefits are amazing: cash balance pension, 401k with matching employer contributions, vision, health, and dental, and HSA",I don't feel fairly compensated in terms of salary for the complex work and analysis that I do on a daily basis.
2019-05-15,They sell you the wrong job description,Former Employee - Anonymous Employee,"Des Moines, IA",1.0,Recommends,Negative Outlook,I worked at Principal Financial Group full-time for more than a year,"Good benefits, good gym, opportunity to learn something new","They hired someone , pay the person less money than what it is worth. If you want to ask someone to do data entry work, hire a data analyst . Programmers are meant to code, don't bring in programmers to do manual job, they will not like it.
Also, testers are for testing, you don't bring someone who is a tester and ask the person to code , It's horrible to work with someone who has no coding sense.
360 peer review... has turned into throwing stones, especially if your colleagues don't like you.
Too many useless meetings,  business has work that needs to be done, but team is lacking , due to inner conflicts.
Pathetic ."
2019-04-24,MD,Former Employee - Anonymous Employee,NA,3.0,Doesn't Recommend,Neutral Outlook,I worked at Principal Financial Group full-time,"decent salary, good work life balance, not a high pressure work environment","bad management, cronyism, poor business leaders"
2019-03-29,Great Company,Former Employee - Anonymous Employee,NA,5.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time for more than a year,Good benefits and friendly place to work.,"The on call process could be a little rough at times, but really no cons here."
2019-04-09,The culture has changed,Current Employee - Customer Service Representative,"Des Moines, IA",3.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 10 years,"Flexible schedule and work arrangements - (work from home, etc.)
Great technology
Opportunities to advance if you work in certain locations","The culture at Principal has evolved over the years.  Principal has great technology, but they try too hard to be all things to all customers.  There are too many products and services to try to keep straight.  Tons of great tools, but how great are they if clients are not using them?  There's too little proactive instruction on the tools and services.  Leadership is spread too thin and they are hands off/out of... touch with what their team is doing. Leaders don't have time to listen to or act upon feedback from their team.  Training at Principal has also changed.  Very vague training and if there is, it's canned, overly broad and there's very little opportunity to ask questions or figure out how to apply it to your role."
2019-03-23,Senior Actuarial Manager,Former Employee - Anonymous Employee,NA,3.0,Recommends,Neutral Outlook,I worked at Principal Financial Group full-time,Salary is quite really competitive,Poor is  work life balance
2019-03-05,Best company I’ve worked for,Current Employee - Financial Advisor,"Elk Grove, CA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than a year,Great company. They value work and personal life balance.,Bad medical benefits. Only offer 3 companies. High deductible plans. Vision and Dental plans are great.
2019-03-05,Good,Former Employee - Anonymous Employee,NA,4.0,Recommends,Neutral Outlook,I worked at Principal Financial Group full-time,Strong Benefits and flexibility are strong,Technology is improving compared to prior years
2019-03-11,Okay,Current Employee - Data Analyst,"Des Moines, IA",3.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group full-time for more than 3 years,Work life balance is encouraged,Low pay compared to other companies doing the same job
2019-02-25,Great Company,Current Employee - Fund Accountant,"Des Moines, IA",5.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group full-time for more than 3 years,"Excellent benefits, pay is above average for cost of living, good leadership, healthy/flexible work environment","Communication from leadership,  Company vision/direction"
2019-03-07,Tough place to get started.,Former Employee - Financial Advisor,"San Francisco, CA",3.0,Doesn't Recommend,Negative Outlook,I worked at Principal Financial Group full-time for more than a year,Good people and management cares.,It goes to  full commission fast and the pay out on life insurance is lower than average if you do not make the higher tiers.   Very hard to make ends meet.
2019-03-03,HR Survivor,Current Employee - Anonymous Employee,"Des Moines, IA",3.0,Neutral Outlook,No opinion of CEO,I have been working at Principal Financial Group full-time for more than 5 years,Nice campus; good benefits; most coworkers are wonderful people,"Severe technology deficit will make it difficult for PFG to compete in the future. PFG thinks it's more special than it actually is, and as a result, eschews outside expertise, preferring homegrown 'experts' who really aren't experts, but people who read and believe vendor sales pitches. The executive management group (EMG) doesn't function as a real team; rather they are a group of people, each of whom is... maneuvering to advance their own agenda."
2019-02-15,"Good people, good benefits, great campus, kind of boring",Former Employee - Senior Business Operations Consultant,"Des Moines, IA",4.0,Recommends,Neutral Outlook,I worked at Principal Financial Group full-time for more than 10 years,Great culture of nice people. Take good care of employees including great benefits and flexibility. Seemed very ethical. Great fitness facilities.,Pretty deep roots in traditions and lots of tenure. Makes for a slow moving environment and lots of very established processes that are hard to change. Not always a bad thing but can be frustrating.
2019-02-16,They Take Care of High Performers,Current Employee - IT Analyst Senior,"Des Moines, IA",4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 10 years,Work life balance.  High percentage raises if you're a high performer.,Top heavy with management.  They are working on flattening the org.
2019-03-03,Good company if you have a way to build client base.,Current Employee - Financial Advisor,NA,3.0,NA,NA,I have been working at Principal Financial Group full-time,Work/Life Balance is above average,Not a ton of guidance provided.
2019-03-21,Horrible,Former Employee - Retirement Specialist,"Des Moines, IA",1.0,Doesn't Recommend,Neutral Outlook,I worked at Principal Financial Group full-time for more than 3 years,"The benefits, except for the time off. You don’t get time off unless you know you’ll need it 3 months out. There were never enough employees to be able to request a day off the same month, let alone the same week. So you have to call in. Management actively encourages employees to request as many days off as they feel they need, even if you might not use them. So what you get is 20 people all requesting any day off... that’s available so that when a person actually needs to take time off, there is none available. So you have to call in and you get punished. Appealing to management does nothing because “it’s in the handbook.”","Dismissive leadership, poor training (i only survived cuz of my experience), high turnover, archaic systems, customers and agents who regret placing business like you wouldn’t believe, no correspondence was principal reviewed, took me 6 months to get a new chair after I complained of back pains."
2019-02-13,Great company to work for,Current Employee - Anonymous Employee,"Des Moines, IA",4.0,NA,NA,I have been working at Principal Financial Group full-time for more than 5 years,"benefits, perks, pay, bonus, managers","location, advancement, old facilities, upper managment"
2019-02-24,Good company - Challenging business conditions,Current Employee - Anonymous Employee,NA,3.0,Neutral Outlook,No opinion of CEO,I have been working at Principal Financial Group full-time for more than 3 years,Ethical company that is focused serving the customer,Advancement can be slow and not always attached to performance
2019-02-22,In Transition,Former Employee - Assistant Director,"Des Moines, IA",3.0,Doesn't Recommend,Negative Outlook,I worked at Principal Financial Group full-time for more than 10 years,Define Benefit plan was  a nice plus.  Good work life balance was good.,Management can be very over bearing.  Change is driven from the top down.  If you are creative this may not be the company for you.  They are slow to market with products and they end up chasing the competition.  Their products are expensive and the competition has caught them and passed them.  They are trying to catch up but they are not doing well right now and looking for cost savings.  Unfortunately that is... going to come at the cost of employees.
2019-02-05,Amazing place to work,Current Employee - Retirement Specialist,NA,5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for less than a year,"Benefits , great location, opportunities to grow",None that I can think of
2019-02-16,Overall a great place to work,Former Employee - Manager,"Des Moines, IA",3.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time for more than 3 years,"HR Policies, PTO, work/home balance, pay",Some areas are very political (not all) and focus on who you know vs actual results.
2019-03-08,Great company if you have no opinion,Former Employee - Senior Applications Analyst,NA,1.0,Doesn't Recommend,No opinion of CEO,I worked at Principal Financial Group full-time for more than 5 years,Decent Salary and  Benefits,"Political, Favoritism for those that have no opinion or backbone
If you speak you mind, consider yourself 'black balled' from advancement or internal jobs"
2019-02-08,Good company,Former Employee - Senior Account Executive,"Saint Louis, MO",3.0,Doesn't Recommend,No opinion of CEO,I worked at Principal Financial Group full-time for more than 3 years,Great products to stand behind.,"Concentrating locations into hubs, little room to move up outside of the hubs or Des Moines"
2019-02-01,Changing culture,Assistant Vice President,"Des Moines, IA",3.0,Negative Outlook,Approves of CEO,I have been working at Principal Financial Group  for more than 10 years,Has traditionally been a very people and employee focused company.   Lots of room for growth.,Culture has changed away from people to expense management.
2019-01-11,Great Benefits,,NA,5.0,Approves of CEO,NA,I worked at Principal Financial Group ,Wonderful offices and work life balance,Work could be a tad repetitive
2019-01-03,IT Intern,,NA,4.0,Recommends,Approves of CEO,I worked at Principal Financial Group ,Lots of various projects with agole teams.,Underestimated my abilities to complete tasks. Could’ve been given more challenging work.
2019-01-10,vice president,Former Employee - Anonymous Employee,NA,1.0,NA,NA,I worked at Principal Financial Group full-time,there are good amenities available,Management is poor at highest and mid levels
2018-12-28,Toxic Work Environment.,Former Employee - IT Analyst,"Des Moines, IA",1.0,Doesn't Recommend,Neutral Outlook,I worked at Principal Financial Group full-time for more than 10 years,"None.  No training.  No leadership.

Fellow team and customer departments were good to work with.","You are asked to be self managed up and to the point you are our of line.  Then you are asked why.  The part of the company I was in recently was asked to re-org itself.  Why are they paying soooooo much for a middle management layer that is doing nothing.

There is no concern for the person - only keeping the person in check.

Run - run far - run fast."
2018-11-20,Database Analyst,Former Employee - Anonymous Employee,NA,4.0,NA,NA,I worked at Principal Financial Group full-time,"Good Pay, Work life Balance",Not good if you want to go in depth of Technical
2018-11-27,Churn and Burn Philosophy,Financial Representative,"Grand Rapids, MI",2.0,Doesn't Recommend,Negative Outlook,I worked at Principal Financial Group  for less than a year,Potential to make lots of money,Poor training for a “career” that is commission and is feast or famine. Mostly famine if you’re a recent college grad. You spend thousands getting the certifications and then go in and get told to make cold calls and set up appointments where your manager tags along and takes some of the commission.
2018-11-09,Good company,Former Employee - Anonymous Employee,NA,4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time,"Flexible schedule, benefits, retirement plan and 401K","Micro management, work life balance issues"
2018-11-06,Awesome company!,Current Employee - Anonymous Employee,NA,5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time,"Great benefits, awesome culture, really a great place to work!",They are try hard to keep up with the changing work dynamic in today’s society but it is taking awhile.
2018-11-03,Processing Specialist,Current Employee - Process Specialist,"Des Moines, IA",4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than a year,Work from home with full benefit package,Training can be challenging. Job duties can change often
2018-11-13,Retirement Benefit Analyst,,NA,3.0,Recommends,Positive Outlook,I have been working at Principal Financial Group ,Work from home flexibility is great,Lack of community or development
2018-10-11,"Great Pay & Benefits, Ethical & Growing Company, Enjoyable Work Environment",Current Employee - Associate Accountant,"Des Moines, IA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than a year,"I actually love my job and enjoy going to work every day - that happens so rarely in life. Flex time off, work from home capabilities, higher than average pay, annual bonus, affordable healthcare program, 8% 401k match, pension plan, updated/newly renovated office space, flexibility to do my job when and where it works best for me, free financial counseling, free fitness center, free parking, free DART bus pass,... fantastic CEO and leaders. Challenging and rewarding job. Reimbursed college tuition and CPA exam fees. Expected 3-5 weeks off per year minimum. Downtown Des Moines location. Incredibly ethical & charitable company. Encouraged to move across the company every few or so years, leaders prefer that you move to stay interested, motivated, and use your skills to the best capabilities.","Just like any Accounting job - the hours can be 40+, for me it rests in the 45-50 range. Large company means slow to change directions and meetings on meetings to get there - but open hearing ears are helpful."
2018-10-28,Product information Intern,Current Employee - Anonymous Employee,NA,4.0,NA,NA,I have been working at Principal Financial Group full-time,Great motivated people to work with,Parking not connected to the building
2018-10-25,Awesome People,Former Employee - Consumer Strategist,"Des Moines, IA",4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time for less than a year,"Great group of people who are smart and kind, committed to doing quality work.",It's easy to get lost in the sea of many people.
2018-10-13,12 year remote office employee,Current Employee - Senior Administrative Assistant,NA,4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 10 years,"If you work in Des Moines, IA it is a great place with many perks.
For some positions, Principal happily supports a work from home situation. Good pay and benefits.","If you wind up on a team that is stuck in doing things the old way, it is difficult to keep up on the many tech changes they are making. 
If you work outside of the home office, you miss out on alot of benefits and activities and there is nothing offered to make up for it.
Work life balance depends on team and leader."
2018-10-04,Ideal Buy-Side Firm,Current Employee - Analyst,"Des Moines, IA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for less than a year,"Ample growth opportunities, congenial work environment, happy colleagues, benefits, you name it!",US and non-US entity collaboration
2018-10-01,Software Engineering Intern,Current Employee - Software Engineer,"Des Moines, IA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group part-time for less than a year,"Flexible schedule
Great pay
Intern activities
Fun environment
Career building",I didn't feel there wee any cons to this job
2018-10-11,PGI,,NA,3.0,Doesn't Recommend,Negative Outlook,I worked at Principal Financial Group ,Good work life balance and good benefits.,Conservative culture that is highly resistant to new ideas and change.
2018-09-04,Principal Financial Agent Career Review,Former Employee - Anonymous Employee,"Des Moines, IA",4.0,NA,NA,I worked at Principal Financial Group full-time for less than a year,Ability to be your own boss.,Income is commission based on sales.
2018-09-04,Advisor Network,Current Employee - Anonymous Employee,NA,4.0,NA,NA,I have been working at Principal Financial Group full-time for more than 3 years,Excellent Benefits and structure; great work life balance,Geographically spread out; some communication challenges as a result
2018-09-12,Retirement Specialist,Former Employee - Anonymous Employee,NA,3.0,NA,NA,I worked at Principal Financial Group full-time,"Pay was okay, PTO, Paid Holidays","Call center environment, micro managed"
2018-08-10,Progressive for a larger financial services company,Current Employee - Anonymous Employee,NA,4.0,NA,NA,I have been working at Principal Financial Group full-time,"- Management, for the most part, is open to new ideas and ways of doing things
- Flexible schedules, flexible time off, and able to work from home as needed",- No major cons that I've experienced
2018-08-23,Company pays well,Current Employee - Anonymous Employee,NA,3.0,Doesn't Recommend,Neutral Outlook,I have been working at Principal Financial Group full-time,Maybe you'll luck out with a good co-worker,I feel like the company has good values but the industry is sexist.
2018-08-02,Financial Representative,Former Employee - Financial Representative,"Houston, TX",5.0,Recommends,Neutral Outlook,I worked at Principal Financial Group full-time for more than a year,Great Products and Customer Service.,"Working remotely, I needed more hands on support."
2018-07-25,Great Stepping Stone,Former Employee - Sales Representative,"Nashville, TN",4.0,Recommends,Approves of CEO,I worked at Principal Financial Group full-time for more than 3 years,"Lots of opportunities to relocate or to move to another department. 
Lots of opportunities for women","Employee reviews and office reviews mean nothing. 
Lack of good management at a regional level"
2018-07-11,Great work/life balance,Current Employee - Anonymous Employee,NA,5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 8 years,"A wonderful company that provides extraordinary benefits and flexibility to have a healthy work/life balance.    If you have children, it is a perfect fit.",Corporate office is in Des Moines IA so not as much opportunity to know corporate leaders unless you go for training.
2018-07-29,It's okay,Current Employee - Administrative Assistant,NA,3.0,Doesn't Recommend,Negative Outlook,I have been working at Principal Financial Group full-time for less than a year,I like the flexibility of working with an agent and the schedule provided,"No structor, no proper training, lack of leadership"
2018-07-10,Great company to work for,Current Employee - Anonymous Employee,NA,5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for less than a year,"Great working environment, very helpful management",Some systems can be bureaucratic
2018-07-02,Great place to work,Current Employee - Anonymous Employee,NA,5.0,NA,NA,I have been working at Principal Financial Group full-time,great culture fun place to work,"remote location in midwest, hard to get good flights"
2018-06-19,Amazing,Former Employee - Anonymous Employee,"Des Moines, IA",5.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time,Principal is an amazing place to work and choosing to leave for an opportunity with slightly more pay was a poor decision.,I have no cons to share.
2018-06-05,Culture is changing,Current Employee - QA Analyst,"Ankeny, IA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 10 years,Looking forward to future trends,"Click groups, not what you know but who you know"
2018-06-04,Assoicate,Current Employee - Anonymous Employee,NA,4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time,"Friendly culture - Colleagues work closely
Postive outlook - Ageing population across the globe set a great potential for the company  to grow
Strong financials",Weak communications across regions as the corporate is huge
2018-06-25,Terrible Organization,Former Employee - Anonymous Employee,Hong Kong,1.0,Doesn't Recommend,Neutral Outlook,I worked at Principal Financial Group full-time for less than a year,Nothing I can think of,A bullying environment; extremely high turnover; unprofessional management; talent left while those without knowledge and do nothing stay
2018-05-03,Be your best self,Current Employee - Jack of All Trades,"Des Moines, IA",4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 10 years,"I've worked for this company for 15+ years with a short break in the middle. This organization has supported my personal and professional growth as I completed by undergrad and graduate degrees (including tuition reimbursement), certifications and not to be forgotten, great on the job learning opportunities. I've moved around the organization from a business unit to a support business unit (SBU), rotated into yet... another SBU with both lateral and promotional opportunities. I worked hard for those opportunities and feel that the company and various levels of leadership recognized my contribution and rewarded for that. I love the intentional path the company is taking to encourage employees to bring their best selves to work, knowing that if they treat their employees right, they will take care of the customer. 
There are phenomenal benefits - some above market, some at market and perhaps even some below but I do believe that while some of the benefits don't pertain to me (updated maternity/paternity leaves, etc.), I'm still thrilled that I work for a company that is always trying to do what's best while being fiscally responsible.","No company is perfect and I've had my share of ups and downs but I recognize that companies are run by humans, and we all make mistakes. I do wish we were a little faster with change and maybe a few less levels of leaders. While it's nice for growth opportunity (if it ever becomes available), it leads to greater disparity between the front line employees and senior leaders. My current role has just three levels... between myself and the CEO and I'm not a formal leader! Make more opportunities like that (even to their BU senior leader) so people can truly see the direction we are moving and understand that strategy."
2018-05-02,Corporate World,Current Employee - Anonymous Employee,"Des Moines, IA",4.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group full-time for more than 10 years,"Opportunity to move to new areas
Flexible work hours
Standing desks","Large corporation
Benefits are dwindling
Agile  is taking over"
2018-04-28,Relationship manager,Current Employee - Relationship Manager,NA,4.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group full-time for more than 3 years,"Flexible schedules allowed, generous match on 401k","Bureaucratic, lack of sense of urgency to fix problems, don’t adjust compensation levels to market"
2018-04-26,Good Company to start career,Former Employee - Anonymous Employee,NA,4.0,NA,NA,I worked at Principal Financial Group full-time,Free Cabs and Good Work-Life Balance,"Moderate Hike in Salary.
No on-shore opportunities"
2018-04-14,Excelente! Very nice work place,Current Employee - Salesforce Developer,Santiago,5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 3 years,"A lot of benefits to employees, bonus, free days to use when you need, very profesional environment, great place to work","very demanding business, the IT area has too much demand. very demanding business, the IT area has too much demand and does not prioritize internal problems."
2018-04-02,RIS - Processing Specialist,Current Employee - Processing Specialist,NA,4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time,This company provides excellent benefits like paid time off and volunteer time off. Has very flexible working hours and work from home opportunities. Decent pay.,Having enough staff can be difficult which results in lots of overtime which at long stretches can really be tough. Most of the simpler/easier work get's out-sourced putting lots of pressure on processors to learn higher skill tasks.
2018-04-02,Awesome company to work for,Current Employee - Anonymous Employee,NA,5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time,"Best perk is definitely flex time off.  Take as many days off as needed, just don't abuse it.  Also, plenty of food options throughout the campus.  Very fast moving.","Like all corporations, there can be some corporate politics."
2018-03-21,Very good,Current Employee - Network Analyst,"Des Moines, IA",4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 3 years,"Work schedule flexibility
Room for professional growth
Nice people to work with",None i can think of
2018-03-06,Business Analyst,Current Employee - Anonymous Employee,NA,3.0,NA,NA,I have been working at Principal Financial Group full-time,Great Company -- been there for over 20 years.  Great benefits,"With the move to Agile, business analyst role is disappearing.  Expectation is to get more technical."
2018-02-23,Executive,Former Employee - Anonymous Employee,NA,5.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time,"Strong Culture that values people
Top notch executive team
Egoists not tolerated
Performance rewarded
Clearly feels and acts like a global company even though company is based in the Midwest
For people who don’t know Des Moines - there are a ton of positives",Many employees have long tenure which can be a wonderful thing but can also sometimes slow the rate of trying things differently
2018-02-06,Auditor,Former Employee - Anonymous Employee,NA,4.0,Recommends,Neutral Outlook,I worked at Principal Financial Group full-time,The company provides many training and learning opportunities.,"It's a large corporation, so employees can get 'lost' and not always recognized for the value they bring to the organization."
2018-01-24,Manager,Current Employee - Manager,"Des Moines, IA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 10 years,"Flexibility, Trust, Employee Advocate, Fair",It's a big company and sometimes we work in silos although we are trying to move away from that
2018-02-07,Benefit Reductions Over Time,Current Employee - Anonymous Employee,NA,3.0,NA,NA,I have been working at Principal Financial Group full-time,"Opportunity to have an fast-paced, investment management job in a smaller metropolitan area with a higher quality of life.","Eliminating Paid Time Off to go to Flexible Time Off was a large reduction in benefits, especially for long time employees."
2018-01-23,Financial Advisor,Former Employee - Trader,"Chicago, IL",4.0,Recommends,Neutral Outlook,I worked at Principal Financial Group full-time for more than 5 years,Management and support were great,Training program was very short and not compensated
2018-01-15,"Good company, but shrinking benefits",Current Employee - IT Analyst,"Des Moines, IA",4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 5 years,"Good health, stock & retirement plans, competitive pay, positive culture, great campus in Des Moines, work from home options. Work-life balance is generally good.","Benefits have been changing rapidly in recent years, while stock and company performance are the best ever. Most of the changes benefit the company financially and take away from the employee."
2018-01-20,"As a CSA, the job is a call center role for the HR/business owner and advisors. That is the majority of the job.",Current Employee - Client Service Associate,"Des Moines, IA",3.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group full-time for less than a year,Pay is pretty good. Nice coworkers. Overtime opportunities abound. Downtown Des Moines office is modern and cool looking.,Balancing phone calls and emails. 2.5 minutes between calls is not enough time to resolve an issue.
2018-01-18,"Flexible, good benefits",Current Employee - Pension Commissions Representative,"Des Moines, IA",3.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for less than a year,"Incredible flexible, I get to work from home","Favoritism, hard to move up"
2017-12-25,Financial Representative,Current Employee - Anonymous Employee,NA,5.0,NA,NA,I have been working at Principal Financial Group full-time,"You get to start out with a salary for the first 6 months, so there's a floor to what you bring home. Very rare in the industry.",The success of the job depends ultimately on the individual.
2017-12-21,Work,,NA,5.0,Recommends,Approves of CEO,I have been working at Principal Financial Group ,the hours are great. monday thru friday,sitting at a desk is not the best
2017-12-26,Receptionist,Former Employee - Anonymous Employee,NA,2.0,NA,NA,I worked at Principal Financial Group full-time,good benefits and good location,bad pay and management style
